361,"Shop giao thiếu sp. Mình kiên nhẫn liên hệ vs shop trog thời gian dài để có biện pháp tiện lợi cho đôi bên mà shop ko thèm tl mình. Dịch vụ rất kém. Ý thức trách nhiệm bán hàng tệ. Ko uy tín. Tuy chất lượng sp tốt nhưng giao thiếu ( liềm ) và ko có trách nhiệm xử lý đơn hàng, kéo dài time. Mình có quay video mở đơn hàng từ đầu. Bên cạnh thì ng giao hàng chỗ mình nhiệt tình và dễ thương.",1
362,shop này lừa đảo tôi đặt 2 sản phẩm mà chỉ gửi 1,1
363,"lưỡi gì nhỏ xíu, khó móc cành, chỉ móc đc cành bé, mới cắt cái cành đã bik mẻ rồi",3
364,"nhận dc 1 cây sào khúc đầu sào móp méo trầy trợt, móc sào rỉ sét , hình thức cũ đã qua sử dụng. Lựa chọn độ dài thuận tiện,",3
365,Yếu… khều 1 chút bị cong và nấc trên cùng bị gãy… móc trên dể bị cong… độ bên k có … hìh ảnh chỉ mag tính chất minh hoạ…,1
366,tui mới đặt đơn hàng 2 cây sào mà shop Tùng Lâm giao có 1 cây cách đây ít hôm tui cũng đặt đơn hàng 3 cây sào bên shop đồ câu Hùng Thảo mà cũng giao có 1 cây khi nhắn tin thì không trả Cả 2 shop này đều ở Mê Linh Thường Tín Hà Nội Tui thấy các shop ở ngoài phía bắc kỳ không làm ăn cho đàng hoàng được hay sao cứ thít lương lẹo giang sảo chi zậy. chán thiệt mọi người khi mua hàng bên những ship này nên cần thận . Nhứt là những shop ở ngoài phía bắc kỳ,1
367,quá tệ hàng móp méo rút lè lưỡi inox mỏng. rút hết sào như cần câu yếu xìu,1
368,Sào hơi cong với lại đầu móc bị han gần hết,3
369,Sào ok nhưng không biết làm sao để gắn bông đuôi gà đẻ quét mạng nhện? Vì đầu sào lỗ quá nhỏ? Mình nói rồi mà shop không tư vấn cây sào treo chim?,3
370,"Mua cái liềm kem theo, mà quá tệ luôn! Mới cắt cành cây bằng ngón tay thôi mà đã bung mối hàn!",3
371,giao hàng chậm mà hàng hơi yếu và mỏng so với tầm giá tạm ổn,3
372,"đã nhận hàng nhưng chỉ có sào và móc ko thấy liềm, shop quảng ái bán hàng có vậy mà ko thấy liềm đâu, yêu cầu shop gửi thêm liềm cho tôi theo địa chỉ đã gửi",1
373,cây yếu inox mỏng quá dở nha,3
374,quá yếu,3
375,chieu dai thi ok nhu shop quang cao.ve chat luong thi tam tam,1
376,Ghi sào + móc mà giao hàng chỉ có sào thôi,2
377,,3
378,,3
379,,3
380,,3
381,,3
382,,1
383,,1
384,,1
385,,1
386,,1
387,,1
388,,1
389,,1
390,,2
391,"Vải chất lượng tuyệt vời, Kháng khuẩn, không gây mùi cơ thể, Thiết kế phong cách cho những người đam mê bóng áo quần đẹp nhưng mà giao sai size nên đâng giá cho 3*, Lý tưởng cho các hoạt động thể thao,",3
392,"Chất vải rất rất xấu so với mấy đợt trước mình mua, mà lỡ đợt này mình mua nhiều rồi nên thấy hối hận quá",3
393,"Chất vải rất rất xấu so với mấy đợt trước mình mua, mà lỡ đợt này mình mua nhiều rồi nên thấy hối hận quá",3
394,"Chất vải rất rất xấu so với mấy đợt trước mình mua, mà lỡ đợt này mình mua nhiều rồi nên thấy hối hận quá",3
395,áo quần đẹp nhưng mà giao sai size nên đâng giá cho 3* thôi,3
396,"Đồ bị lem màu nhiều Hấp thụ cao và thấm mồ hôi, Vừa vặn hoàn hảo và thoải mái khi mặc,",3
397,vải nóng,3
398,Giao 4 cái 1 kiểu 1 size xong nói khách thông cảm m!! Vì hết hàng ?????Giờ khách cố mặc đi để ng khác sẽ nhận ra là khách có 4 bộ chứ không phải 1 bộ!!,1
399,"Đặt mẫu khác nhau! Giao 4 cái giống nhau, cùng 1 size!! Nhắn tin ko giải quyết!!! Nói thông cảm??? Làm gì với 4 cái giống nhau???",1
400,"Ý thức bán hàng quá kém, tự ý thay đổi mẫu chưa hỏi ý kiến khách hàng, đánh giá 1* ý thức người bán nói riêng và cửa hàng Bulbal nói chung.",1
401,Đặt 4 mẫu!! Gió 4 cái y chang nhau!! Nt ko muốn giải quyết!!! Khách hàng lúc nào cũng là ng chịu thiệt!!l. Lazada ko quản lí nổi!!,1
402,"giao ko đúng mẫu, thất vọng tràn trề, đặt màu xang lại giao màu trắng . nản lắm ko thể tin tưởng",1
403,"Shop giao sai màu đặt bộ màu trắng lại giao màu đỏ, bộ đỏ đó còn bị phai màu nữa",1
404,Đặt mẫu khác nhau! Giao 4 cái y chang nhau!!nt ko giải quyết!!! Làm ăn quá tệ!!,1
405,"chất vải mỏng lét,xấu vcl,sale đồ mà vải mỏng tang chán trường quá đang",1
406,shop giao sai màu shop giao sai màu shop giao sai màu shop giao sai màu,2
407,"No pockets in the shorts ,its very bad and i received defective piece",2
408,Vải thô mặc nóng Áo bị hấp màu nên sale Phù hợp với gias tiền,2
409,Giao 4 cái giống nhau??? Ntin Ko giải quyết!!’,1
410,nhiều chỉ thừa chất lượng kém,2
411,"Chất vải rất rất xấu so với mấy đợt trước mình mua, mà lỡ đợt này mình mua nhiều rồi nên thấy hối hận quá",3
412,Size màu,1
413,Sai màu sắc Không nên mua nhé mọi người Buồn thất vọng lắm ạ Mọi người,1
414,🛡️Độ bền:6đ,3
415,giao sai mẫu,3
416,5.5,3
417,chất liệu kém lắm mọi người không nên mua,2
418,Đặt 2 bộ mà giao có 1 .,1
419,ko hài lòg giao sai mẫu,2
420,Không đúng mẫu,1
421,,1
422,,1
423,,1
424,"Giá sale khá rẻ, mặc đi chạy hoặc đá bóng thấy ổn. Phần mác có vẻ là chưa kỹ nên bị bong ra, shop chú ý kỹ hơn chút là đẹp!",3
425,Đương chỉ may lỗi,3
426,Hàng lỗi nên chỉ cho 3 sao thôi .,3
427,mẫu đẹp nhưng vải không tốt bằng các mẫu trước có một vài lỗi nhẹ,3
428,giao sai mẫu,3
429,,3
430,,3
431,,3
432,màu k đẹp,3
433,,2
434,tiền nào của nấy ko thơm chút nào nhớt nhơt sao á cân nhăc khi mua,1
435,giao ko đúng mẫu mùi ko thơm,3
436,hàng kém chất lượng,3
437,ko thom,3
438,giới thiệu là của malaysia nhưng ko phải,1
439,"sữ tắm giao đúng hạn, vận chuyển cẩn thận kh móp mó.Tuy nhiên, khi sử dụng rất ít bọt, tắm xong cũng kh còn thơm.",3
440,Hàng giả mùi rất kì nhớt nhớt k tạo bọt mùi tanh k nên mua mua 2 chai về k dám xài luôn,1
441,ko bot ko mùi nhớt thấy ghê,1
442,Vvutzcvobbhnnnkjnnnujngfhbghhcvbvgbbbvghjhhhhgghhgghhhhhhgvvgfgttyuiiijvfrrrtyuuijj,3
443,"hàng đúng như mẫu, nhưng lỏng quá chắc pha nước vô mới có giá rẻ như vậy, thôi lỡ mua thì phải xài đỡ, rửa tay cũng ok",3
444,,1
445,"Hàng đóng gói cẩn thận Giao hàng như đồ nhái, bong tróc chữ lem màu in, xuất xứ VN in chữ thái.!😂😂😂",2
446,Do vỡ nắp trc mà shop vẫn gửi hay do vận chuyển thì kg biết. Chưa hài lòng,3
447,"Giới thiệu sản phẩm có xuất xứ ở Malaysia, nhưng khi nhận hàng thì thấy được sản xuất ở Việt Nam.",3
448,"sữa tắm nhớt nhớt nhưng thơm, vẫn cứ là hơi sợ sợ khi xài, đóng gói kỹ, nhân viên giao hàng quá cọc",2
449,,2
450,"Sản phẩm đầy đủ, cũng khá giống mô tả, đóng gói gói ổn. quá trình vận chuyển quá chậm 15 ngày, trễ nhưng khi hỏi thì phản hồi như không. Đã trừ hao nhưng vẫn làm trễ công việc.",3
451,"giao hàng lâu ,đã zaayj còn bị gãy nữa chứ mua lần 1 thôi ko có lần 2",3
452,trầy quá trời lem nhem,1
453,chụp tóc thì vỡ hết chua sai được gì hết,3
454,Giao hàng quá lâu hủy thì ko cho gần 1 tháng mới nhận được hàng,2
455,Thông báo giao hàng thành công nhưng ko hề nhận được hàng.,1
456,chưa nhận được hàng sau để đã giao hàng,1
457,chx nhận đc hàng,2
458,Dễ gãy,2
459,,3
460,,3
461,,1
462,,1
463,,2
464,,1
465,,1
466,,2
467,ko biết do cảm giác hay sao mà t thấy tẩy không được sạch lắm =)))) anh em xem ảnh với video tham khảo hàng riu ko nha,3
468,để có quà mà k thấy quà gì hết cay ghê săn quá tr săn cái khúc quà hong thấy😃😃😃😃,3
469,thấy shop để có mục quà tặng nhận hàng có thấy tặng chai nào đâu 😂😂,3
470,"ngoài hình ok, đủ số lượng cơ mà chất lượng thấy ko ổn lắm, dù chữa cháy thì dc",3
471,"hàng fake, đang ko có mụn mà dùng cái bùng mụn lên, da đỏ thô ráp như dùng rượu thuốc",1
472,"hàng fake, đang ko có mụn mà dùng cái bùng mụn lên, da đỏ thô ráp như dùng rượu thuốc",1
473,Quảng cáo khác với giao hàng. Mua là có quà. Quà được giao là không khí,3
474,Sản phẩm bị đóng 1 lớp dầu phía trên không tan là sao vậy 🙂,1
475,ko biết có phải chĩnh hãng ko .mà lại made in china chán,3
476,"Nhẹ nhàng trên da, Giá trị tuyệt vời cho số tiền bỏ ra, Hương thơm nhẹ nhàng, Loại bỏ bụi bẩn và tạp chất, Làm cho da cảm thấy tươi mát,",1
477,"Trong đơn bảo tặng quà 1 bịch giấy ướt nhưng khi nhận lại k có. Không phải quà nhỏ hay quà lớn, mà là uy tín với khách hàng",1
478,,3
479,"Dung tích chai ghi 100ml mà chỉ 95ml, tẩy k sạch , với giá này cũng không gọi là rẻ",3
480,,1
481,"Giao hàng thiếu item này, vì giá trị nhỏ nên không claim, nhưng shop không chủ động bồi thường, thủ tục hỗ trợ rườm rà, không làm hài lòng khách hàng",3
482,"Việc giao hàng rất chậm. Người bán là một người bán lazmal nhưng không gửi hàng trong vòng 48 giờ. Mất 15 ngày để đến nơi. Thông thường, nó mất từ 5 đến 7 ngày từ Trung Quốc. Sản phẩm có chất lượng kém. Bạn cần sử dụng nó nhiều lần để nó nóng lên. Nó không đủ nóng lần đầu tiên, bạn cần tiếp tục sử dụng cho đến khi nó cuối cùng nóng đủ.",1
483,"Very long delivery, noizy, not working gift",3
484,Giao sai sản phẩm phẩm. Buồn.,1
485,"sản phẩm thực tế trông như đã được sử dụng rồi. tái chế/đóng gói lại để bán lại. cuối cùng, nó bị lỗi.",1
486,"thiết bị không chạy, đèn tín hiệu lên mà k chạy, nhắn tin cho shop thì k trả lời. chán luôn. cửa hàng lớn mà nhắn mãi k thấy trả lời.",1
487,Địt mẹ mày shop nhé .lừa đảo bị tai nạn chết mẹ mày đi.Mọi người ơi nó lừa đảo đấy. Đi chết đi địt mẹ mày shop nhá.,1
488,cái lò xo bên trong rất lỏ. đụng vào là rớt ra,1
489,,1
490,,1
491,"đã nhận hàng nhưng ko vừa ý.sào bị móp méo ,đặt hàng gồm sào,móc,và liềm nhưng chỉ có sào ko.ko có móc và liềm như đặt.mình sẽ kiến nghị lazada đổi trả.shop bán hàng ko trung thực.",1
492,"Shop giao thiếu sp. Mình kiên nhẫn liên hệ vs shop trog thời gian dài để có biện pháp tiện lợi cho đôi bên mà shop ko thèm tl mình. Dịch vụ rất kém. Ý thức trách nhiệm bán hàng tệ. Ko uy tín. Tuy chất lượng sp tốt nhưng giao thiếu ( liềm ) và ko có trách nhiệm xử lý đơn hàng, kéo dài time. Mình có quay video mở đơn hàng từ đầu. Bên cạnh thì ng giao hàng chỗ mình nhiệt tình và dễ thương.",1
493,shop này lừa đảo tôi đặt 2 sản phẩm mà chỉ gửi 1,1
494,"lưỡi gì nhỏ xíu, khó móc cành, chỉ móc đc cành bé, mới cắt cái cành đã bik mẻ rồi",3
495,"nhận dc 1 cây sào khúc đầu sào móp méo trầy trợt, móc sào rỉ sét , hình thức cũ đã qua sử dụng. Lựa chọn độ dài thuận tiện,",3
496,Yếu… khều 1 chút bị cong và nấc trên cùng bị gãy… móc trên dể bị cong… độ bên k có … hìh ảnh chỉ mag tính chất minh hoạ…,1
497,tui mới đặt đơn hàng 2 cây sào mà shop Tùng Lâm giao có 1 cây cách đây ít hôm tui cũng đặt đơn hàng 3 cây sào bên shop đồ câu Hùng Thảo mà cũng giao có 1 cây khi nhắn tin thì không trả Cả 2 shop này đều ở Mê Linh Thường Tín Hà Nội Tui thấy các shop ở ngoài phía bắc kỳ không làm ăn cho đàng hoàng được hay sao cứ thít lương lẹo giang sảo chi zậy. chán thiệt mọi người khi mua hàng bên những ship này nên cần thận . Nhứt là những shop ở ngoài phía bắc kỳ,1
498,quá tệ hàng móp méo rút lè lưỡi inox mỏng. rút hết sào như cần câu yếu xìu,1
499,Sào hơi cong với lại đầu móc bị han gần hết,3
500,Sào ok nhưng không biết làm sao để gắn bông đuôi gà đẻ quét mạng nhện? Vì đầu sào lỗ quá nhỏ? Mình nói rồi mà shop không tư vấn cây sào treo chim?,3
501,"Mua cái liềm kem theo, mà quá tệ luôn! Mới cắt cành cây bằng ngón tay thôi mà đã bung mối hàn!",3
502,giao hàng chậm mà hàng hơi yếu và mỏng so với tầm giá tạm ổn,3
503,"đã nhận hàng nhưng chỉ có sào và móc ko thấy liềm, shop quảng ái bán hàng có vậy mà ko thấy liềm đâu, yêu cầu shop gửi thêm liềm cho tôi theo địa chỉ đã gửi",1
504,cây yếu inox mỏng quá dở nha,3
505,quá yếu,3
506,chieu dai thi ok nhu shop quang cao.ve chat luong thi tam tam,1
507,Ghi sào + móc mà giao hàng chỉ có sào thôi,2
508,,3
509,,3
510,,3
511,,3
512,,3
513,,1
514,,1
515,,1
516,,1
517,,1
518,,1
519,,1
520,,1
521,,2
522,"hàng giao nhanh, đóng gói kỹ, dùng rất ok, nhân viên giao hàng thân thiện, tặng shoo 5 sao",3
523,"Giao hàng rât lâu tận 8ngày, cảm giac mua trong nươc nhưng nhận hàng thì như mua từ nươc ngoài",3
524,sản phẩm bị Trầy xước nhiều,3
525,chất lượng mẫu mã đẹp giá hộp lý lần sau ủng hộ tiếp,3
526,Nhanh hư quá,3
527,"hàng chất lượng, rẻ,giao hàng nhanh, đóng gói OK, nói chung hài lòng.",1
528,,3
529,,3
530,,3
531,,3
532,,2
533,,2
534,,1
